text,classification,tweet_proc
"SSB: Personer med innvandrerbakgrunn oftere siktet for kriminalitet https://t.co/Up46RRmbV5 De fleste har vel forstÃ¥tt det, takket vÃ¦re naive,enfoldige dumme politikere Ã¸delegges samfunnet",1,ssb personer innvandrerbakgrunn oftere siktet kriminalitet fleste vel forst tt takket v re naive enfoldige dumme politikere delegges samfunnet
"@ahjapb Bombe <U+0001F601>. Jo mer makt innvandringsmotiverende parti fÃ¥r, jo stÃ¸rre innvandring og raskere kulturell dominans <U+0001F609>",0,bombe u f jo mer makt innvandringsmotiverende parti f r jo st rre innvandring raskere kulturell dominans u f
HÃ¥per politiet tar Muhammad snart.,1,h per politiet tar muhammad snart
"@SykepleierG Syntes dette er et svÃ¦rt godt spÃ¸rsmÃ¥l. Som trenger diskusjon bÃ¥de pÃ¥ samfunnsvitenskapelig, teologisk og kulturelt nivÃ¥. Personlig mener jeg - selv som sosialist og menneske som mener at aksept for religion er viktig - at alt kan debat",1,syntes sv rt godt sp rsm l trenger diskusjon b p samfunnsvitenskapelig teologisk kulturelt niv personlig mener sosialist menneske mener aksept religion viktig alt debat
RT @Essensielt_no: Dette skriver Nature. Det tyngste av alle vitenskapelige tidsskrifter snakker om de virkelige problemet: at viktige dele<U+0085>,1,skriver nature tyngste vitenskapelige tidsskrifter snakker virkelige problemet viktige dele u
King Mohammed VI Reiterates #Morocco<U+0092>s Support for Independent Palestinian State https://t.co/DDOxHTBuPt @palestine https://t.co/XmBw3X67kL,1,king mohammed reiterates morocco u s support independent palestinian state
Hijab-dÃ¸mt frisÃ¸r saksÃ¸kes for uttalelser pÃ¥ Facebook - Dagbladet https://t.co/pRRSyxheiJ,1,hijab d mt fris r saks kes uttalelser p facebook dagbladet
"@Kalle_dk jeg er intern flyktning i egen leilighet, stua med alle vinduene nÃ¦rmer seg fÃ¸rti tusen grader.",1,intern flyktning egen leilighet stua vinduene n rmer f rti tusen grader
Nora Noor tok til tÃ¥rene under TV 2s flyktningdugnad: Artisten kom til Norge som flyktning selv. <U+0096> Det kunne v... http://t.co/sc9KC9H0Ho,1,nora noor tok t rene under tv s flyktningdugnad artisten norge flyktning u v
"Gaurav, Pushpendra and Kapil are under arrest for gangraping a Muslim woman at her house in Fugana https://t.co/p0vunOpohf",1,gaurav pushpendra and kapil are under arrest gangraping a muslim woman house in fugana
Enten klokt eller en glemsel av Nettavisen Ã¥ ikke ha et kommentarfelt til denne innvandringssaken. https://t.co/2TuLGbYw35,1,enten klokt glemsel nettavisen ikke kommentarfelt innvandringssaken
"RT @Ednatvitter: Uansett hvordan man vrir og vender pÃ¥ det, #niqab er opprinnelig et virkemiddel for Ã¥ undertrykke kvinner",1,uansett vrir vender p niqab opprinnelig virkemiddel undertrykke kvinner
BURNING MAN: Mohammed Rafi Fans Set Fire To Karan Johar Posters In Delhi <U+0096> SpotboyE https://t.co/xPPLb10jMK,1,burning mohammed rafi fans set fire to karan johar posters in delhi u spotboye
Muslimene i Larvik vil ikke ikke identifiseres med Mohyeldeen Mohammed http://t.co/E21VSDvK,1,muslimene larvik ikke ikke identifiseres mohyeldeen mohammed
"NÃ¥r Amal Aden snakker om islamofobi demonsteres ignoranse. Frykten for islam baseres pÃ¥ realiteter, ikke irrasjonell https://t.co/dUXjvpD8P6",1,n r amal aden snakker islamofobi demonsteres ignoranse frykten islam baseres p realiteter ikke irrasjonell
"RT @JuneLarsson: Det er valgkamp og ingen vil prate om innvandring, sÃ¥ nÃ¥ mÃ¥ Frp prÃ¸ve Ã¥ hause opp stemningen litt. De advarer mot at krimi<U+0085>",1,valgkamp prate innvandring s n m frp pr ve hause stemningen litt advarer krimi u
"@Ervin01 Svenske tilstander er et fordummende og tilslÃ¸rende begrep. Det man prÃ¸ver Ã¥ sette ord pÃ¥, er jo helt alminnelige islamske tilstander. Ruzicka og andre fjotter mÃ¥ ta inn over seg at De Uintegrerbare ikke lar seg integrere. https://t.co/JGFkR",0,svenske tilstander fordummende tilsl rende begrep pr ver sette ord p jo helt alminnelige islamske tilstander ruzicka andre fjotter m ta uintegrerbare ikke lar integrere
Dette er sÃ¥ flott Ã¥ lese Mohammed Al-Mashhadani! HÃ¥per jeg rekker Ã¥ mÃ¸te deg i Oslo i Ã¥r igjen. https://t.co/0XyWD29pnB,1,s flott lese mohammed al mashhadani h per rekker m te oslo r igjen
"Det koster Ã¥ bosette flyktninger spredt i byen. For sentralt mÃ¥ de bo, selvfÃ¸lgelig... Innvandring driver pris? https://t.co/3TBkGyxSBD",1,koster bosette flyktninger spredt byen sentralt m bo selvf lgelig innvandring driver pris
RT @FilterNyheter: KrisemÃ¸ter i dag: Lederen for Norges stÃ¸rste muslimske menighet vil ut av Islamsk RÃ¥d etter nikab-ansettelsen https://t.<U+0085>,1,krisem ter dag lederen norges st rste muslimske menighet islamsk r d nikab ansettelsen
Nyheter NRK1 nÃ¥: Reportasje fra debatt om islam og homofili pÃ¥ Humanismens Hus!,1,nyheter nrk n reportasje debatt islam homofili p humanismens hus
"""RT @rtege: \RÃ¸mte fra fengsel ifÃ¸rt en burka som dette\"""" melder Kveldsnytt - og viser bilder av en niqab.""""""",1,r mte fengsel if rt burka melder kveldsnytt viser bilder niqab
"""RT @ibjornevik: StÃ¸re i 2009: \Radikal islam er uproblematisk.\"""" StÃ¸re fem Ã¥r senere: \""""Vi mÃ¥ bekjempe all ekstremismen.\"""" Finn en feil http:/<U+0085>""""""",1,st re radikal islam uproblematisk st re fem r senere m bekjempe all ekstremismen finn feil
Tysk domstol sier nei til lÃ¦rer-hijab https://t.co/SdmGmh3oQf,1,tysk domstol sier nei l rer hijab
"Fra gÃ¥rsdagens @Klassekampen Bare utÃ¸velse av islam kan gi oss mer likestilling, bedre ytringsfrihet og sekularisert samfunn leser jeg han sier... https://t.co/FFWxJ3Tahl",1,g rsdagens velse islam gi mer likestilling bedre ytringsfrihet sekularisert samfunn leser sier
RT @OlavAbildgaard: NÃ¥r du snakker om parkering og overhodet ikke noe om islam i det hele tatt men sÃ¥ kommer Kjell https://t.co/D9KZJINgXu,1,n r snakker parkering overhodet ikke islam hele tatt s kommer kjell
@abidraja godt skrevet! Bruker islam kun som en unnskyldning for Ã¥ fortsette Ã¥ vÃ¦re en kriminell bÃ¸lle.,1,godt skrevet bruker islam unnskyldning fortsette v re kriminell b lle
RT @PatrikAngelholm: Fremskrittspartiet avlivar myter om invandringen. http://t.co/UKjoI8mUHR #svpol,1,fremskrittspartiet avlivar myter invandringen svpol
Add Mohammed al saadoon at instgram ( msketa007 ),1,add mohammed al saadoon instgram msketa
"Vi tegner karikaturer av mange,til og med Jesus pÃ¥ korset,hva faen er det for noe eget med Mohammed ? Fuck it sier jeg bare....",1,tegner karikaturer jesus p korset faen eget mohammed fuck it sier
"RT @EA_FIFA_France: #MOTM @DanielSturridge, Gameiro, Kvist et Mohammed ! #FUT https://t.co/H5fzNKkU6h",1,motm gameiro kvist mohammed fut
RT @AbuHus: Sted: Sola Flyplass. Hendelse: UGGs pÃ¥ 6 pappagutter. UtfÃ¸re: Jihad.,1,sted sola flyplass hendelse uggs p pappagutter utf re jihad
@EdbRegadog Samme tulling ringte meg. Insisterte pÃ¥ at vi hadde brutt paragraf 185 men var ute av stand til Ã¥ angi konkret utsagn som brÃ¸t straffebudet. Har man vondt i krenken sin mÃ¥ man kontakte politiet. Hos oss er det ingen trÃ¸st Ã¥ fÃ¥.,1,tulling ringte insisterte p brutt paragraf ute stand angi konkret utsagn br t straffebudet vondt krenken m kontakte politiet hos tr st f
RT @DocumentNo: Afghansk asylsÃ¸ker fikk ungdomsÂ­straff etter tre kvelertak mot ansatte i mottak https://t.co/GDbbj5JEOq,1,afghansk asyls ker fikk ungdoms straff tre kvelertak ansatte mottak
#nyheter Mener Â«snikislamiseringÂ» er et godt og aktuelt ord: Christian Tybring-Gjedde sier han ikke har Â«samvi... http://t.co/FN8aHS4Rgg,1,nyheter mener snikislamisering godt aktuelt ord christian tybring gjedde sier ikke samvi
"""RT @ivarsorensen: ... men tenk om det var den hÃ¸yreekstreme Marine Le Pen, og ikke Mohammed Ben Abbes, som fikk stÃ¸tten i Houellebecqs \Und<U+0085>""""""",1,tenk h yreekstreme marine le pen ikke mohammed ben abbes fikk st tten houellebecqs und u
"@frp_no vil forby hijab i skolen med grunn i at man ikke skal pÃ¥dytte barn religion, men gÃ¥r inn for obligatoriske skolegudstjenester",1,forby hijab skolen grunn ikke p dytte barn religion g r obligatoriske skolegudstjenester
Beskrivelse? Nedsigen hijab sÃ¸ker reisende minaret @enurb @Cruella63,1,beskrivelse nedsigen hijab s ker reisende minaret
"Hurra for innvandring, utvandring og samarbeid. La oss glemme fremmedfrykt og heller skÃ¥le for et flerkultureltsamfunn!",1,hurra innvandring utvandring samarbeid la glemme fremmedfrykt heller sk le flerkultureltsamfunn
DÃ¸dstraff for blasfemi og frafall fra islam er Guds lov https://t.co/QeSvVUbmE7,1,d dstraff blasfemi frafall islam guds lov
"RT @suPerStaale: -Vi mÃ¥ eksplodere Islam med en stor bombe, sier Hege Storhaug i en kommentar til NRK Super",1,m eksplodere islam stor bombe sier hege storhaug kommentar nrk super
10 myter om innvandring/asylsÃ¸kere http://t.co/oWnGOODqoi,1,myter innvandring asyls kere
Mannen har ikke noe pÃ¥ det norske storting Ã¥ gjÃ¸re sÃ¥ lenge han Ã¥nder for den politiske ideologien islam.http://vg.no/a/10084886 #vgnett,0,mannen ikke p norske storting gj re s lenge nder politiske ideologien islam vgnett
"RT @einberg: Dagsrevyen slÃ¥r opp at islam Ã¸nsker Ã¥ bygge moskeer i Oslo. Hva med en deal: vi hjemkaller vÃ¥re misjonÃ¦rer, byggeplanene op ...",1,dagsrevyen sl r islam nsker bygge moskeer oslo deal hjemkaller v re misjon rer byggeplanene op
#dax18 SÃ¥ mye har jeg skjÃ¸nt: I flyktning-/asylpolitikken er AP=SP=FRP (det hÃ¸yrepopulistiske innvandringsfiendtlige regjeringspartiet),1,dax s mye skj nt flyktning asylpolitikken ap sp frp h yrepopulistiske innvandringsfiendtlige regjeringspartiet
RT @opplyskontoret: Glede i landets kommentarfelt over mulig niqab-forbud. - Ingen menneskerett i et moderne samfunn Ã¥ skjule identiteten s<U+0085>,0,glede landets kommentarfelt mulig niqab forbud menneskerett moderne samfunn skjule identiteten s u
Dette kan selv ikke du @SylviListhaug mene er forsvarlig! PÃ¥ tide Ã¥ stramme opp i UDI! https://t.co/KIKAPjL8I0,1,ikke mene forsvarlig p tide stramme udi
RT @LeneOeyberg: @nievsyrneh Det har vÃ¦rt flere lignende episoder. For flerfoldige Ã¥r tilbake gikk en asylsÃ¸ker/innvandrer berserk pÃ¥ en bu<U+0085>,1,v rt flere lignende episoder flerfoldige r tilbake gikk asyls ker innvandrer berserk p bu u
"""RT @Tuftebarten: \Det er islam som er problemet\"""" sier Gelius alvorlig. SÃ¥ kommer smilet fram. \""""Men det finnes ikke et problem som ikke litt<U+0085>""""""",1,islam problemet sier gelius alvorlig s kommer smilet fram finnes ikke problem ikke litt u
Sheikh Mohammed plans $30m <U+0091>super car park<U+0092> http://t.co/dGv5FrUFWj,1,sheikh mohammed plans m u super car park u
RT @ssbnytt: Liten innvandring og fÃ¥ barnefÃ¸dslar ga ein lÃ¥g folkevekst i 2. kvartal i Ã¥r https://t.co/Sg618BiiAf,1,liten innvandring f barnef dslar ga l g folkevekst kvartal r
Eid Mubarek for All Muslim :),1,eid mubarek all muslim
"@boeing7171 Norge pr 2020 er et historisk lite rasistisk samfunn. Et rasistisk verdisett, altsÃ¥ at man tro noen er mer verdt enn andre pga etnisitet er det svÃ¦rt fÃ¥ som har. Det er et stÃ¸rre problem at folk som er mener ting om innvandring eller integ",1,norge pr historisk lite rasistisk samfunn rasistisk verdisett alts tro mer verdt andre pga etnisitet sv rt f st rre problem folk mener ting innvandring integ
"@Eirik_haug Hehe, der har du kristne USA i et nÃ¸tteskall. Obama er jo uansett muslim og ikke en gang amerikaner, ikke noe hÃ¥p for han.",1,hehe kristne usa n tteskall obama jo uansett muslim ikke gang amerikaner ikke h p
@KekMekn @RiddleEsports Takk Mohammed!<U+0001F929>,1,takk mohammed u f
"""\Det er bare Ã¥ Google senterpartiet tvert du kommer i timen.. De stÃ¥r for sÃ¥nn Ã¸kt innvandring og bedre.. internstruktur..\"""" #hÃ¸rtpÃ¥bussen""""""",1,google senterpartiet tvert kommer timen st r s nn kt innvandring bedre internstruktur h rtp bussen
MÃ¸tte tidl. fotballspiller Fred KanoutÃ©. Han hadde noen interessante betraktninger om innvandrere og nasjonalfÃ¸lelse https://t.co/Y7Ou5yXOm6,1,m tte tidl fotballspiller fred kanout interessante betraktninger innvandrere nasjonalf lelse
@bernielomax @HelgheimJon Jeg er det.. men det endrer ikke fakta om at det er veldig veldig mye med ekstrmisme inne islam enn resten befolkningen..,0,endrer ikke fakta veldig veldig mye ekstrmisme inne islam resten befolkningen
@gstorro @RuneBjerkholt Dette. Innvandring og barnefattigdom er et villspor. Barnefattigdom er fordi velferdskutt og arbeidslinja.,1,innvandring barnefattigdom villspor barnefattigdom velferdskutt arbeidslinja
"RT @svelle: Den europeiske drÃ¸mmen kan bli et mareritt, men ikke pÃ¥ grunn av innvandring og terrorisme. Fripenn: https://t.co/BP1jBmAPUN",1,europeiske dr mmen mareritt ikke p grunn innvandring terrorisme fripenn
Finnes Fb-gruppen Vi som ikke klager til NRK fordi Faten bruker hijab? Melder meg.,1,finnes fb gruppen ikke klager nrk faten bruker hijab melder
RT @SNLKhadka: For all Muslim friend EID MUBARAK! https://t.co/qIj5IANWmm,1,all muslim friend eid mubarak
"#nieuws - ElBaradei stelt Mubarak ultimatum - http://no.nl/oWD - DUBAI - Mohammed ElBaradei, boegbeeld van de Egyptische oppositie, h..",1,nieuws elbaradei stelt mubarak ultimatum dubai mohammed elbaradei boegbeeld van egyptische oppositie h
"@CiViX Harstad Tidende bruker i dag hele avisen (48 sider) pÃ¥ innvandring, integrering og myteknusing.",1,harstad tidende bruker dag hele avisen sider p innvandring integrering myteknusing
"RT @eriklun: Vi vil ikke ha damer i nikab som gÃ¥r rundt uten Ã¥ vise ansiktet sitt, sier Odins soldater i en kommentar. https://t.co/XFOeBTu<U+0085>",1,ikke damer nikab g r rundt vise ansiktet sier odins soldater kommentar
RT @tauyanm: Blogged: Sheik Mohammed Centre For Cultural Understanding See Here: https://t.co/EM2qxEhGdK @smccudubai @visitdubai #mydubai #<U+0085>,1,blogged sheik mohammed centre cultural understanding see here mydubai u
"@somalieren Hm... - sÃ¥ det betyr at du mener det ER ok Ã¥ si at islam er bedre enn kr.dom, men ikke at norsk kultur er bedre enn saudisk?",1,hm s betyr mener ok islam bedre kr dom ikke norsk kultur bedre saudisk
"Norske Niqab-brukere skjuler seg for Ã¥ bli sett, skriver Warsan Ismail @somalieren i denne kommentaren: http://t.co/ctvBuuqsiq",1,norske niqab brukere skjuler sett skriver warsan ismail kommentaren
Tidligere polititopp: <U+0096> Oslo-politiet falt for det eldste trikset i boken: At en asylsÃ¸ker kunne komme seg inn pÃ¥<U+0085> http://t.co/Ah6k8eNxpU,1,tidligere polititopp u oslo politiet falt eldste trikset boken asyls ker komme p u
"RT @AvisenKhrono: Et anti-integreringstiltak, sier @curtrice om at @konservativ varsler niqab-forbud i utdanningssektoren.https://t.co/CBva<U+0085>",1,anti integreringstiltak sier varsler niqab forbud utdanningssektoren
KjÃ¦re Mohyeldeen - kultur - Dagbladet.no http://t.co/XthebA5F,1,kj re mohyeldeen kultur dagbladet
"RT @snorrevalen: Hvorfor er 22/7 debatten om innvandring, og ikke om rasisme? Minoriteter var ofre 22. juli, gjerningsmannen var ikke in ...",1,debatten innvandring ikke rasisme minoriteter ofre juli gjerningsmannen ikke in
DSS Arrests Mohammed Usman In Lokoja (pictured) https://t.co/WRCuGwzT4K,1,dss arrests mohammed usman in lokoja pictured
"RT @JarlWaage: Niqab-kledd dame pÃ¥ foredragsturne pÃ¥ norske skular, melder VG. Hadde eg vore rektor hadde ho ikkje sleppt til utan Ã¥ demask<U+0085>",0,niqab kledd dame p foredragsturne p norske skular melder vg rektor sleppt utan demask u
"@HStanghelle @TV2Kadafi Ikke bare det, men innvandring og islam ogsÃ¥, har fÃ¥tt oss til Ã¥ hold kjeft. Blir kalt rasist og hater bare man Ã¥pner kjeften.",1,ikke innvandring islam ogs f tt hold kjeft kalt rasist hater pner kjeften
